,Review text,Ratings
7250,Quality is goodREAD MORE,4
7251,"Cheked with sunrise, genuine product.READ MORE",5
7252,Delivered before time. Very good deal. Awaiting such more deals.READ MORE,5
7253,oxREAD MORE,5
7254,They r goodREAD MORE,4
7255,Very good qualityREAD MORE,5
7256,Genuine product.READ MORE,5
7257,Super Fast delivery and also best quality shuttlecocksREAD MORE,5
7258,midium  qualityREAD MORE,3
7259,goodREAD MORE,3
7260,It is a brilliant productREAD MORE,5
7261,the shuttles are not good and the quality is also not goodREAD MORE,3
7262,Good oneREAD MORE,5
7263,goodREAD MORE,4
7264,original qualityREAD MORE,5
7265,Long lasting. Better performanceREAD MORE,4
7266,This product are breakableREAD MORE,2
7267,goodREAD MORE,5
7268,"Must say, these are the nicest shuttles for the price I paid. Long lasting.READ MORE",5
7269,GoodREAD MORE,4
7270,Good productREAD MORE,3
7271,awesome!!READ MORE,5
7272,These are Good For Who can't afford FeathersREAD MORE,5
7273,Value for moneyREAD MORE,5
7274,GoodREAD MORE,4
7275,Worst product ever purchased till now.hard lower part of the shutttles (4) is not fixed properly. Only the ist shuttle in the box is of proper quality rest are very bad in quality.READ MORE,1
7276,It was Genuine Yonex I confirmed it on website The Plastic quality is soft and The Base Crock is less poursREAD MORE,5
7277,Great productREAD MORE,5
7278,excellent for practice...!READ MORE,5
7279,Nice product and durabilityREAD MORE,4
7280,Genuine product. Very fine quality.READ MORE,5
7281,good  as expectedREAD MORE,5
7282,value for moneyREAD MORE,4
7283,Awesome! and Excellent packaging for delicate item. Full marks to flipkart :)READ MORE,5
7284,Very cheap nd good shuttleREAD MORE,5
7285,good qualityREAD MORE,5
7286,Nice product..seems originalREAD MORE,5
7287,quality is not upto the markREAD MORE,1
7288,good shuttle....worth the moneyREAD MORE,4
7289,SuperREAD MORE,5
7290,Worst qualityREAD MORE,1
7291,Love Flipkart for wonderful offer and the delivery was great without damaging the delicate itemREAD MORE,4
7292,It's goodREAD MORE,4
7293,good productREAD MORE,5
7294,Good quality...READ MORE,4
7295,Thanks to seller and Flipkart. Fast delivery. behaviour of delivery boy was good. thanksREAD MORE,5
7296,hoodREAD MORE,4
7297,good product superbREAD MORE,5
7298,good product and timly deliverREAD MORE,5
7299,super fast delivery by Flipkart. simply awesomeREAD MORE,5
7300,AwesomeREAD MORE,5
7301,good  productREAD MORE,4
7302,ExcellentREAD MORE,5
7303,goodREAD MORE,5
7304,"quick delivery, and quality is goodREAD MORE",4
7305,Not nice brake very fastREAD MORE,1
7306,very goodREAD MORE,5
7307,GoodREAD MORE,5
7308,Nice product.READ MORE,5
7309,very niceREAD MORE,5
7310,awesomeREAD MORE,5
7311,Good ..Lasts couple of matchesREAD MORE,4
7312,Nice product in best priceREAD MORE,5
7313,"no comments, now a days shuttle quality is less only they doing it for business purposesREAD MORE",4
7314,good but price increasedREAD MORE,4
7315,Useful Product...  Worth for MoneyREAD MORE,4
7316,Good product.The only issue with the shuttles is that the cork of the shuttle goes off while the upper part remains ok at that moment. We used a transparent tape around the green strip on the new shuttle to mitigate the issue.Thanks.READ MORE,4
7317,NiceREAD MORE,4
7318,Good qualityREAD MORE,4
7319,awesome product with discountREAD MORE,4
7320,Shuttles are fine like normal ones and delivered on timeREAD MORE,5
7321,amazing cashback from phonepe.READ MORE,5
7322,best qualityREAD MORE,5
7323,I ordered it for 709 and next day it was available for 669.READ MORE,4
7324,"Having 6 shuttles in the box,but all are not having the same quality what i felt when i am using it.READ MORE",3
7325,Nice prodectREAD MORE,4
7326,Very good on dry weatherREAD MORE,4
7327,This product is pirated and now a days we are getting lot of pirated products from Flipkart so be aware of this...READ MORE,1
7328,awesome Flipkart gives always value money it is oneREAD MORE,5
7329,Best productREAD MORE,5
7330,Good not betterREAD MORE,3
7331,Nice 1READ MORE,5
7332,these are not  slow shuttles. It is medium or fast. slow and medium shuttles are mixed. Very Bad.READ MORE,1
7333,sublimate itemsREAD MORE,3
7334,awesomeREAD MORE,5
7335,goodREAD MORE,3
7336,nice dealREAD MORE,5
7337,Good product..  Nice quality....READ MORE,3
7338,NicREAD MORE,5
7339,Good product thanksREAD MORE,4
7340,NiceREAD MORE,5
7341,UselessREAD MORE,1
7342,It's goodREAD MORE,4
7343,best productREAD MORE,5
7344,"Shuttle base is very poor, Recent shuttles comes with porous wood which gets withered away in a few days.READ MORE",1
7345,"very bad,don't buy....READ MORE",1
7346,Quality is not goodREAD MORE,1
7347,Once qualityREAD MORE,3
7348,Good one .but not the same weight ..from the one we get from shop..but lasts.moreREAD MORE,4
7349,Good very lastingREAD MORE,4
7350,Good product. Long lasting.READ MORE,5
7351,supper productREAD MORE,5
7352,awesome productREAD MORE,5
7353,GoodREAD MORE,5
7354,Very good productREAD MORE,5
7355,The quality of the shuttles were really good and each one lasts a week. I am really happy that i got a original yonex product because fake shuttles have become very common todayREAD MORE,5
7356,Gd product...READ MORE,4
7357,nice productREAD MORE,4
7358,superREAD MORE,5
7359,Poor quality shuttle breaks in single dayREAD MORE,2
7360,goodREAD MORE,4
7361,good  qualityREAD MORE,3
7362,it's not good qualityREAD MORE,2
7363,Nice product and speed delivered....READ MORE,5
7364,goodREAD MORE,5
7365,NiceREAD MORE,4
7366,Nice one!!!READ MORE,5
7367,good excellent performance.READ MORE,5
7368,Awesome productREAD MORE,5
7369,It's goodREAD MORE,5
7370,Best shuttle for intermediate level..READ MORE,5
7371,Nice productREAD MORE,5
7372,Superb product in this price. Really all shuttles are good . Too good in this price.READ MORE,5
7373,Great product with very good priceREAD MORE,5
7374,Very poorREAD MORE,1
7375,Good product...lasts two days of powerful gamesREAD MORE,5
7376,Good quality but high rateREAD MORE,1
7377,Great value for money deal...on time delivery and cheapest in the marketREAD MORE,5
7378,Very niceREAD MORE,4
7379,Good productREAD MORE,2
7380,fineREAD MORE,4
7381,"Checked the product on the official site. It is genuine. I am more pleased by the quick delivery, within 2 days. Excellent service.READ MORE",5
7382,Looks not genuineREAD MORE,1
7383,Good one👌READ MORE,4
7384,niceREAD MORE,4
7385,The head of the shuttle usually break after a few matches.READ MORE,2
7386,Worst shuttle by flipkart servicesREAD MORE,1
7387,EverythingREAD MORE,5
7388,GoodREAD MORE,4
7389,thanksREAD MORE,5
7390,"Amazingly quick delivery, didn't even take 12 hoursREAD MORE",5
7391,Good quality shuttle with a long lasting quality.READ MORE,5
7392,Excellent condition and productREAD MORE,5
7393,Original shuttles.READ MORE,5
7394,excellent shuttle.READ MORE,5
7395,Superb for regular practice. Good accuracy and appropriate weight.READ MORE,4
7396,Quality not acceptableREAD MORE,1
7397,Super productREAD MORE,5
7398,Excellent productREAD MORE,5
7399,In nylon shuttle s 350 or 300 are ok bestREAD MORE,5
7400,very good qualityREAD MORE,4
7401,This is durable shettleREAD MORE,5
7402,SuperREAD MORE,5
7403,"The only reason I bought it online was beaucse if the price. Quality is good as any mavis 350 shuttles. If you find within 700 Rs, go for itREAD MORE",4
7404,Good one and lastingREAD MORE,5
7405,very nice product marvis 350.READ MORE,5
7406,DurableREAD MORE,5
7407,it's awesomeREAD MORE,5
7408,NiceREAD MORE,5
7409,Gud product.. Thank you flipkart.. 👍READ MORE,4
7410,I use it everyday for 1 hour and it last for 1 weekREAD MORE,5
7411,NYC productREAD MORE,5
7412,good prdtREAD MORE,4
7413,Wrost itemREAD MORE,4
7414,It is a okay product. The cork at the bottom wears out soon and the top part gets torn too soon. Have doubts whether it is originalREAD MORE,3
7415,100 percent original shuttles from flipkart at very good price.READ MORE,5
7416,FentasticREAD MORE,5
7417,UltimateREAD MORE,5
7418,FantasticREAD MORE,4
7419,Good qualityREAD MORE,4
7420,Good one and original.READ MORE,5
7421,Not good for good playersREAD MORE,1
7422,Good  quality .READ MORE,5
7423,Shuttle is good overall.READ MORE,4
7424,Hmmm.. GoodREAD MORE,5
7425,Not goodREAD MORE,1
7426,Great product... I'm extremely happy with the product... A great buy indeed...READ MORE,4
7427,GoodREAD MORE,5
7428,"One of the best shuttle for intermediate players, slow and steady.READ MORE",5
7429,I have bought it twice and it is really cool. Worth buying online. Especially when there is offerREAD MORE,5
7430,Average quality of shuttlesREAD MORE,4
7431,FineREAD MORE,4
7432,Product not delivered ontimeREAD MORE,3
7433,i am happyREAD MORE,5
7434,GoodREAD MORE,5
7435,Flipkart service is good but the product quality is not good it is damaging at the bottomREAD MORE,3
7436,GoodREAD MORE,5
7437,It's very goodREAD MORE,5
7438,Gud productFast deliveryBest price 710READ MORE,5
7439,Good productREAD MORE,5
7440,Good buy!!READ MORE,4
7441,I am all ways buying this shuttle from this seller only and I am all ways getting  good product but this time I got two defective shuttle in  which base was cracked and delivery time was also very much it had take near by one week(8days) to deliver .READ MORE,2
7442,Mavis 350 best for out door playIt is durable can play 40 gamesREAD MORE,5
7443,GoodREAD MORE,4
7444,its coolREAD MORE,4
7445,ExcellentREAD MORE,5
7446,Good shuttleREAD MORE,5
7447,NiceREAD MORE,5
7448,These are bestREAD MORE,4
7449,this is nonsense product . He cheated meREAD MORE,1
7450,very fastREAD MORE,1
7451,Nice productREAD MORE,5
7452,superREAD MORE,5
7453,Not of good quality..READ MORE,2
7454,Economic sir please very good very economic everybody go for it niceREAD MORE,5
7455,Good productREAD MORE,5
7456,Good oneREAD MORE,4
7457,Good one to buyREAD MORE,3
7458,BadREAD MORE,1
7459,ExcellentREAD MORE,5
7460,Nothing to comment on product. But the package was not that greatREAD MORE,5
7461,goodREAD MORE,5
7462,Awesome item for this price. We play on hard surface in our housing society.... We hit a lot of smashes.... We can play with 1 shuttlecock for 4 days maximum.READ MORE,5
7463,a good onewe played continuously 15 daysvalue of moneysatisfied with this productREAD MORE,4
7464,Suppar prodectREAD MORE,5
7465,GoodREAD MORE,5
7466,"This one was not seems to be original, flight and speed variation was there compared to the original .READ MORE",5
7467,Good quality.... Good flight... Last for 4or 5 games with same flight and speed..READ MORE,5
7468,SuperrREAD MORE,5
7469,GoodREAD MORE,5
7470,Good quality but  the shuttlecock got destroyed in an weekREAD MORE,3
7471,Nice qualityREAD MORE,5
7472,GoodREAD MORE,4
7473,It sucks I've got 6/6 shuttles Worthless piece of junkREAD MORE,1
7474,Its very niceI book anythingREAD MORE,5
7475,"It a nice one  No wastage of money , right utilization of moneyREAD MORE",5
7476,ExcellentREAD MORE,5
7477,The packing is very good and the rate is moderateREAD MORE,5
7478,GoodREAD MORE,5
7479,Original.READ MORE,5
7480,Ya goodREAD MORE,4
7481,Gud qualityREAD MORE,5
7482,Good to playREAD MORE,4
7483,Original product I recommend.READ MORE,5
7484,Some betterREAD MORE,4
7485,"Good, original productREAD MORE",4
7486,GoodREAD MORE,5
7487,Good productREAD MORE,4
7488,Good productREAD MORE,4
7489,Supper duperREAD MORE,5
7490,Seem to genuine ones..READ MORE,4
7491,Good product and serviceREAD MORE,5
7492,Best Deal on proven product.READ MORE,5
7493,Thanks to flip cart for before expected deliveryREAD MORE,5
7494,Best one... worthy for moneyREAD MORE,5
7495,Good but in the add  you have given mavis 350 1/2 Doz +3. Where is+3?READ MORE,4
7496,Best product.....no need to confuse....just buy it....READ MORE,4
7497,Fast deliveryOriginal productReasonable priceREAD MORE,5
7498,"he say first 620 , and amount take 700READ MORE",4
7499,Nice productREAD MORE,5
7500,GoodREAD MORE,3
7501,Good produtREAD MORE,2
7502,Its good in flipkart as its easy to order any thing.READ MORE,5
7503,"Worst product, wrong item sendREAD MORE",1
7504,It was delivered before time thanksREAD MORE,5
7505,Good quality productsREAD MORE,5
7506,Nice product ....I am really happy thanku FlipkartREAD MORE,5
7507,Nice productREAD MORE,5
7508,Not looking genuineREAD MORE,5
7509,Nice productREAD MORE,4
7510,Very nice shuttleREAD MORE,5
7511,Best quality for tis rateREAD MORE,4
7512,Best quality 👍👍READ MORE,5
7513,Good product.READ MORE,5
7514,We play badminton on tar road. This shuttle is very durable and lasts a week on the road. Previously we used to use mavi2000i that used to spoil in 2 days.READ MORE,5
7515,SuperbREAD MORE,5
7516,Good shuttles and affordable priceREAD MORE,5
7517,Super quality good productREAD MORE,5
7518,Great quality!!READ MORE,5
7519,One of the best shuttlecock ever usedMust buy for everyoneREAD MORE,5
7520,It's great experience to buying yonex 350 from flipkart .flipkart five awesome offersREAD MORE,5
7521,Good productREAD MORE,4
7522,Good productREAD MORE,4
7523,"Good product ,I think it's original brandREAD MORE",5
7524,Product is good but price lil high. Waiting for sale season.READ MORE,5
7525,Nice shuttle. Thanks Flipkart for good packing and timely delivery.READ MORE,4
7526,Best qualityREAD MORE,5
7527,It's was totally original mavish 350 thanks a lotREAD MORE,5
7528,Good qualityREAD MORE,5
7529,Good  productREAD MORE,5
7530,GoodREAD MORE,5
7531,Best from FlipkartREAD MORE,5
7532,Received a completely different item of cheap quality.READ MORE,1
7533,AverageREAD MORE,3
7534,Best hai bro...READ MORE,5
7535,Best shuttle fr outdoor.   . I love itREAD MORE,5
7536,This is  an imitation of original mavis 350.I have been playing with mavis for 10 yrs now.READ MORE,1
7537,Good for indoors!READ MORE,4
7538,This product is good and dilevery boy also good.........READ MORE,5
7539,Product as expected and displayed.... ThankyouREAD MORE,5
7540,Best in Quality.READ MORE,5
7541,Quality is poor.  Few are not good at beginning.READ MORE,2
7542,Very disgusting product .READ MORE,1
7543,GoodREAD MORE,3
7544,Poor qualityREAD MORE,1
7545,Good productREAD MORE,5
7546,NicREAD MORE,4
7547,Very good productREAD MORE,5
7548,SolidREAD MORE,5
7549,GoodREAD MORE,4
7550,ee recived the orginal one nice..READ MORE,5
7551,GoodREAD MORE,5
7552,Good product by yonexREAD MORE,5
7553,Not badREAD MORE,3
7554,Nice productREAD MORE,4
7555,Good qualityREAD MORE,4
7556,Nice productREAD MORE,5
7557,Best shuttleREAD MORE,1
7558,Nice priceREAD MORE,5
7559,Great productREAD MORE,5
7560,Nice and genuine productREAD MORE,5
7561,Good product but rate is highREAD MORE,5
7562,SatisfiedREAD MORE,5
7563,Default product delivered by your companyREAD MORE,2
7564,GoodREAD MORE,5
7565,SuperREAD MORE,5
7566,Great..READ MORE,5
7567,ideal for beginner and intermediate level players. Lasts longer.READ MORE,5
7568,OkREAD MORE,5
7569,Bad qualityREAD MORE,1
7570,Nice Product...READ MORE,4
7571,Good qualityREAD MORE,5
7572,Good.READ MORE,5
7573,Gud productREAD MORE,5
7574,Not so good...very poor quality.READ MORE,1
7575,Good productBut doesn't have life for long time 🤣🤣READ MORE,4
7576,very bad qualityREAD MORE,3
7577,Gud to playREAD MORE,3
7578,Using the 1st out of 6 shuttles. So far so goodREAD MORE,3
7579,Good productREAD MORE,4
7580,Few shuttles are not good.READ MORE,2
7581,It came very soon I really appreciateREAD MORE,5
7582,BestREAD MORE,5
7583,Nice durabilityREAD MORE,5
7584,Best shuttle in good priceREAD MORE,5
7585,The product was well packed n contained Mavis 350 shuttles only n were brand new. Delivered with 24 hours. Happy with the purchaseREAD MORE,5
7586,Nice very good productREAD MORE,5
7587,Good packing and delivery. Product original and Yonex 350 always better to buy  for senior playersREAD MORE,5
7588,"Fast delivery, good packing and 100% originalREAD MORE",5
7589,Not badREAD MORE,3
7590,gvry gd productREAD MORE,5
7591,Mavis 350 good but Coriyar not good every time ask moneyREAD MORE,5
7592,Best badminton experience ever.READ MORE,5
7593,Its a proper professional shuttle and doesn't deviate much in the open area with the wind pressureREAD MORE,4
7594,I loved itREAD MORE,5
7595,Nice productREAD MORE,4
7596,"Shuttlecock quality is okay, lasts only for 2-3 games (doubles/21 point) after which it wobblesREAD MORE",4
7597,Thanks to Ekart boy.. good serviceREAD MORE,4
7598,Good product buy less than 650READ MORE,5
7599,good priceREAD MORE,4
7600,Nice product and the shuttles are superREAD MORE,5
7601,"Nice one, go for it.READ MORE",5
7602,GoodREAD MORE,4
7603,SuperREAD MORE,5
7604,90% okREAD MORE,4
7605,Delivered within one day . GoodREAD MORE,5
7606,The product is awesome and the delivery boy delivered the product on time and he was very nice person.READ MORE,5
7607,GoodREAD MORE,4
7608,Best price in all yonex suttleREAD MORE,5
7609,GoodREAD MORE,4
7610,suits our group...READ MORE,5
7611,NiceREAD MORE,3
7612,Not bad...READ MORE,3
7613,I felt difference in shuttle quality comparing with offline store..I doubt product authenticity..READ MORE,1
7614,NiceREAD MORE,5
7615,"Genuine and good product, Best Service by FlipkartREAD MORE",5
7616,Mst awom productREAD MORE,5
7617,Thanks.READ MORE,5
7618,Nice one with affordable priceREAD MORE,4
7619,Good oneREAD MORE,4
7620,I am satisfied with ur serviceREAD MORE,5
7621,Best for professionalsREAD MORE,4
7622,GudREAD MORE,5
7623,AverageREAD MORE,3
7624,GoodREAD MORE,4
7625,Very good qualityREAD MORE,5
7626,It is good in qualityPerformance is goodBut life time is shortREAD MORE,4
7627,Great suttle by yonexREAD MORE,5
7628,Very bad productREAD MORE,1
7629,Good quality product thanks for yonexREAD MORE,5
7630,Its good for professionals.. for beginners it will have less life.. u can get it running only for 3 days..READ MORE,3
7631,As found as expectedREAD MORE,4
7632,Very good productREAD MORE,4
7633,GoodREAD MORE,4
7634,GoodREAD MORE,4
7635,This is worth buying trust me!.READ MORE,4
7636,GoodREAD MORE,5
7637,Most durable productREAD MORE,5
7638,Good and delivered as mentionedREAD MORE,4
7639,Timely delivery and product as expectedREAD MORE,5
7640,price is lower than other sellersbut it is slower than mavis 10 blue capREAD MORE,4
7641,GoodREAD MORE,5
7642,Good qualityREAD MORE,5
7643,nice productREAD MORE,3
7644,Product is original & genuine. Simply super b.Thanks to flip kart.READ MORE,5
7645,"Worst product delivery from flipkart, flipkart is not bothering about customers, it's simply delivering unsealed and used products.READ MORE",1
7646,GoodREAD MORE,5
7647,Nice product at lowest price..READ MORE,5
7648,Super productREAD MORE,5
7649,Good shuttles.READ MORE,5
7650,excellent product at low price...genuine... Loved it...READ MORE,5
7651,GudREAD MORE,5
7652,Fabulous productREAD MORE,5
7653,Best shuttles... Used for pro tournaments.... 1 shuttle can be used 2-3 days (rough use) intermediate playREAD MORE,5
7654,Very niceREAD MORE,4
7655,Satisfied with the quality. Good product.READ MORE,5
7656,nice and gud product no damage gudREAD MORE,5
7657,"5star for flipkart delivery. Order placed at 7.30pm, shipped at 8pm, delivered next morning at 10am. #bangalore Thumbs. Up to their logistics. Product is originalREAD MORE",5
7658,Very good quality was suppliedREAD MORE,3
7659,Excellent....READ MORE,5
7660,Nice one.. as quality concerns old dated manufacturingREAD MORE,4
7661,Good quality shuttle. OriginalREAD MORE,5
7662,Original product good quality 👍READ MORE,5
7663,packaging was very pathetic. the box containing the shuttle was deformed. proper packaging was required i guess.READ MORE,2
7664,Gud productREAD MORE,5
7665,SuperbREAD MORE,5
7666,Very nice to playREAD MORE,5
7667,Very good product..READ MORE,5
7668,Good one....READ MORE,5
7669,Good productREAD MORE,4
7670,Nice productREAD MORE,4
7671,"The seller is good, the product was new. And delivery was also on time.READ MORE",5
7672,Good productREAD MORE,5
7673,NothingREAD MORE,1
7674,GoodREAD MORE,5
7675,Very goodREAD MORE,5
7676,Good quality product!!!!READ MORE,5
7677,WasteREAD MORE,1
7678,It's GoodREAD MORE,4
7679,Good productREAD MORE,5
7680,FineREAD MORE,5
7681,Cork not goodREAD MORE,4
7682,GoodREAD MORE,3
7683,NiceREAD MORE,4
7684,NiceREAD MORE,5
7685,BetterREAD MORE,4
7686,Very niceREAD MORE,5
7687,Very good qualityREAD MORE,4
7688,It's awesomeREAD MORE,5
7689,NiceREAD MORE,4
7690,Good productREAD MORE,5
7691,Top classREAD MORE,5
7692,It is not good so very loseREAD MORE,2
7693,Good productREAD MORE,4
7694,Good pankigREAD MORE,5
7695,Very goodREAD MORE,5
7696,Product is good. Improvement required in delivery time.READ MORE,4
7697,Thank you flipkart for my return and great shuttle to play in outdoorREAD MORE,5
7698,Very niceREAD MORE,5
7699,Shuttles speed is proper. Quality is not great. Two hours of play n the shuttle is totally in a devasted condition . Good but not great is the conclusion . Would I buy again is a question to think about.READ MORE,3
7700,Nice productREAD MORE,4
7701,good productREAD MORE,4
7702,GoodREAD MORE,5
7703,Original Yonex shuttle. It's flight is good even after using for more than 10 games.READ MORE,5
7704,Too bad don't buyREAD MORE,1
7705,NYCREAD MORE,5
7706,Good productREAD MORE,5
7707,Good to purchaseREAD MORE,5
7708,GoodREAD MORE,5
7709,Good enough for the priceREAD MORE,4
7710,GoodREAD MORE,4
7711,Nice qualityREAD MORE,5
7712,Best for playing...slightly faster than feather shuttles...but gr8 than other nylon shuttles ...READ MORE,5
7713,Product is not up to the mark..shuttlecocks get tarn in few days itselfREAD MORE,3
7714,AwesomeREAD MORE,4
7715,Product is very nice delivery is very badREAD MORE,4
7716,Best everREAD MORE,5
7717,"Arrived on time, good productREAD MORE",5
7718,ExcellentREAD MORE,5
7719,"I think, it is perfect shuttle 4 beginners n regular practice.READ MORE",1
7720,Very good productREAD MORE,5
7721,Nice productREAD MORE,5
7722,Poor qualityREAD MORE,5
7723,PerfectREAD MORE,5
7724,Original product. Great dealREAD MORE,5
7725,Stays long ..READ MORE,5
7726,Fast delevery. Item quality good.READ MORE,4
7727,NiceREAD MORE,4
7728,So badREAD MORE,5
7729,ExcellentREAD MORE,5
7730,Got it for <600Decent productREAD MORE,5
7731,Good ProductREAD MORE,3
7732,WorthREAD MORE,4
7733,Nice product...READ MORE,5
7734,WastedREAD MORE,4
7735,Love it...READ MORE,5
7736,Good productREAD MORE,5
7737,okREAD MORE,3
7738,"Discounted items are really worst. All the shuttle got damaged from cork after 2-3 matches. This happened for all  4, who ordered in similar time. It must be priced around 500 /- for such a poor build quality. It must be recycled cork. Now a days retailer shops are also selling at same price 700/-, better to purchase from thereREAD MORE",1
7739,Super I buy this offer the price is good 640READ MORE,5
7740,Low quality productREAD MORE,1
7741,Thanku flipkartREAD MORE,5
7742,"Mavis 350 shuttles are excellent but if these comes in contact with dewa(water), these don't last for much time.READ MORE",2
7743,"I am using from last 2 year for regular playing, best nylon shuttle..READ MORE",4
7744,Great one....!!!!!READ MORE,5
7745,Very good productREAD MORE,5
7746,AwesomeREAD MORE,5
7747,"Good quality,delivered earlier than expected date...READ MORE",4
7748,Good product but late delivery...READ MORE,1
7749,Worst don't buy.. all the corks are throttling..Delivering QA failed productsREAD MORE,2
7750,Thise product too oldREAD MORE,1
7751,"Though it is mentioned as Yonex, quality is poor.READ MORE",5
7752,"It was a horrible experience for me. First the seller sent a pack of white child playing shuttle of (may be ) ₹20 . That too this was packed in Mavis 350 cover. When contacted , Flipkart told dat, they had no idea why d seller did so despite d fact dat it was  'Flipkart ASSURED'. Anyway they promised to change& they changed it. RelievedREAD MORE",2
7753,Poor qualityREAD MORE,1
7754,Good quality.READ MORE,5
7755,Good Product!READ MORE,5
7756,GoodREAD MORE,4
7757,GreatREAD MORE,4
7758,very very poor qualityREAD MORE,2
7759,GoodREAD MORE,5
7760,"Good product and it, s good for out door courts  must buyREAD MORE",5
7761,Nice product. Worth for money. Low price.READ MORE,5
7762,Awesome price.. Gud package and authentic productREAD MORE,5
7763,Nice productREAD MORE,5
7764,good  product  ...READ MORE,4
7765,SuperbREAD MORE,5
7766,Super quality....!READ MORE,5
7767,Product is goodREAD MORE,5
7768,Good productREAD MORE,3
7769,Very gud 1READ MORE,5
7770,Delivered in right timeREAD MORE,5
7771,Excellent priceREAD MORE,5
7772,1 shuttle is almost going  for 10 doubles hard games.but little bit fast as compared to similar model from other vendors.READ MORE,3
7773,Product is good.Service is very fast. Within 2 days I got my item. Thanks Flipkart.READ MORE,5
7774,Such a low quality product. This one is not original Mavis 350 as each cork has not lasted for even a single match. This seller has to be blacklisted by Flipkart.READ MORE,1
7775,It is good and delivered on time but the shuttle doesn't last for even 4 days ...the sticker inside it got out the first day..READ MORE,4
7776,Poor qualityREAD MORE,1
7777,awesome......READ MORE,4
7778,I was getting for 640 so i ordered 2. :)READ MORE,5
7779,NiceREAD MORE,5
7780,Very goodREAD MORE,5
7781,GoodREAD MORE,4
7782,FineREAD MORE,3
7783,Product is very good.READ MORE,4
7784,NiceREAD MORE,2
7785,"Best shuttles for beginners and good practicing badminton i will always suggest ""MAVIS 350"" for outdoor and indoor as wellREAD MORE",5
7786,OkayREAD MORE,5
7787,Igood productREAD MORE,4
7788,Genuine Mavis 350 shuttle. Thanks Flipkart for such amazing price.READ MORE,5
7789,Nice productREAD MORE,5
7790,Very good productREAD MORE,4
7791,Good Product.READ MORE,5
7792,Nice product. 👍READ MORE,5
7793,V goodREAD MORE,5
7794,Very very goodREAD MORE,5
7795,ExcellentREAD MORE,5
7796,Good not badREAD MORE,3
7797,NiceREAD MORE,5
7798,Send the product with extra packing as it can not be used if it is pressed during transportationREAD MORE,3
7799,SatisfactoryREAD MORE,4
7800,Soo nice and it is the correct price to buyREAD MORE,4
7801,Nice productREAD MORE,3
7802,GoodREAD MORE,3
7803,GoodREAD MORE,4
7804,Very good product and reasonable priceREAD MORE,5
7805,Less price frm mrkt nice prdct but very delay to delivery thts nt gdREAD MORE,4
7806,100%pure products that i receivedREAD MORE,5
7807,SuperbREAD MORE,5
7808,GoodREAD MORE,5
7809,Product was not goodREAD MORE,2
7810,Best of Yonex Mavis. Value price & super fast delivery in 1 dayREAD MORE,5
7811,Excellent product.... thanks Flipkart for fast delivery....READ MORE,4
7812,GoodREAD MORE,5
7813,NOT BAD ITS REALLY GOOD QUALITYREAD MORE,4
7814,Fully satisfied with these orderREAD MORE,5
7815,Awesome quality and best priceREAD MORE,4
7816,Very nice product...good quality.READ MORE,5
7817,delivery boy is very nice in behaviourREAD MORE,5
7818,Very nice productREAD MORE,5
7819,Very Good product like normal sports store! All 6 are nice condition.READ MORE,5
7820,Good quality shuttle....lasts upto one week per shuttle even after rough useREAD MORE,4
7821,NiceREAD MORE,5
7822,nice bt come to delayREAD MORE,5
7823,GoodREAD MORE,5
7824,NiceREAD MORE,5
7825,Good productREAD MORE,5
7826,Good purchaseREAD MORE,5
7827,GoodREAD MORE,4
7828,it's good product....durability is well.READ MORE,5
7829,NiceREAD MORE,5
7830,Good servieceREAD MORE,5
7831,Excellent!READ MORE,5
7832,Product is good..READ MORE,5
7833,It was amazing Hello flipkart I wany you to tell somthing that my badminton tournament  is coming so please please  give free delivery on yonex voltric 100ld  please please  ok .READ MORE,5
7834,Nice productREAD MORE,4
7835,I m very happy to you are service. Keep it upREAD MORE,5
7836,GoodREAD MORE,4
7837,Very good.. superbREAD MORE,5
7838,I likeREAD MORE,4
7839,Satisfying product one can easily rely on flipkartREAD MORE,5
7840,Original and good productREAD MORE,5
7841,Cool product in less price !! Thanks for this flipkartREAD MORE,5
7842,Good productREAD MORE,5
7843,Superb shipping..fast delivery...good item at shown...Thanx flipcartREAD MORE,5
7844,Good oneREAD MORE,5
7845,Its nice and recommend to use it #made in japanVery good quality👍👍👍👍READ MORE,4
7846,It is good shuttle but costly.READ MORE,4
7847,GoodREAD MORE,4
7848,Perfect flipkstrREAD MORE,5
7849,Nice shuttle .....READ MORE,5
7850,WowREAD MORE,4
7851,I usually buy it from the market and it lasts 4-5 days easily. This time I bought it online and it didn't even last one day. Also the shuttle is much slower than the same bought from market. I feel it is a fake product with exact copied packagingREAD MORE,1
7852,Good product...READ MORE,5
7853,GoodREAD MORE,5
7854,Just awasomeREAD MORE,5
7855,Really good product.....thnks FlipkartREAD MORE,4
7856,Nice product.READ MORE,5
7857,Best deal ..READ MORE,4
7858,GoodREAD MORE,5
7859,Nice product..4.5 starsREAD MORE,4
7860,GoodREAD MORE,5
7861,GoodREAD MORE,5
7862,SmartREAD MORE,5
7863,Within 48 hrs delivered good productREAD MORE,5
7864,Reasonable price comparativelyREAD MORE,5
7865,okREAD MORE,3
7866,Fast Delivery and Nice Shuttle for beginnersREAD MORE,4
7867,Cheap and product as described and expected.READ MORE,5
7868,Well in timeREAD MORE,5
7869,GoodREAD MORE,4
